Date,Actual,ARIMA_Predicted,LSTM_Predicted
2008-07-21,0.8031097222222223,0.7635841080893095,0.7630123
2008-07-22,0.5140569444444444,0.8409165553929175,0.77290833
2008-07-23,0.6546041666666667,0.8244708927560519,0.76525295
2008-07-24,0.7593402777777778,0.8243980631413811,0.7821436
2008-07-25,0.6010652777777777,0.8249931194242067,0.8150798
2008-07-26,0.5664472222222222,0.8248991037109372,0.85500264
2008-07-27,0.7968027777777777,0.8248932625290364,0.83443314
2008-07-28,0.573475,0.8248975449572447,0.7763156
2008-07-29,0.8101097222222222,0.8248970569218065,0.7142875
2008-07-30,0.9027138888888888,0.8248969842739177,0.71151966
2008-07-31,0.9671097222222221,0.8248970133750472,0.705921
2008-08-01,0.5135944444444445,0.824897011227315,0.6619849
2008-08-02,0.35123333333333334,0.8248970105439171,0.6119753
2008-08-03,0.35054305555555554,0.8248970107310244,0.5658568
2008-08-04,0.7824322446143156,0.8248970107248865,0.5330512
2008-08-05,0.5743875,0.8248970107192473,0.5106925
2008-08-06,0.22646666666666668,0.8248970107203804,0.49758455
2008-08-07,0.23255833333333334,0.8248970107203965,0.48370218
2008-08-08,0.2098611111111111,0.8248970107203537,0.47105795
2008-08-09,0.24925277777777777,0.82489701072036,0.45917434
2008-08-10,0.24446666666666667,0.8248970107203605,0.44912988
2008-08-11,0.258275,0.8248970107203601,0.44010642
2008-08-12,0.20068333333333332,0.8248970107203601,0.43227038
2008-08-13,0.19623888888888888,0.8248970107203601,0.42487836
2008-08-14,0.18767916666666665,0.8248970107203601,0.41872975
2008-08-15,0.1900375,0.8248970107203601,0.41189843
2008-08-16,0.19084305555555556,0.8248970107203601,0.40540895
2008-08-17,0.19083055555555556,0.8248970107203601,0.39895374
2008-08-18,0.19010972222222222,0.8248970107203601,0.3917349
2008-08-19,0.19075833333333334,0.8248970107203601,0.38521308
2008-08-20,0.18643888888888888,0.8248970107203601,0.37894702
2008-08-21,0.18145694444444443,0.8248970107203601,0.37308782
2008-08-22,0.1855027777777778,0.8248970107203601,0.36873826
2008-08-23,0.1768347222222222,0.8248970107203601,0.36506382
2008-08-24,0.1768861111111111,0.8248970107203601,0.36183375
2008-08-25,0.17381805555555555,0.8248970107203601,0.3590635
2008-08-26,0.1788638888888889,0.8248970107203601,0.4481979
2008-08-27,0.17924583333333333,0.8248970107203601,0.5419742
2008-08-28,0.18628194444444443,0.8248970107203601,0.6327671
2008-08-29,0.18582500000000002,0.8248970107203601,0.70578915
2008-08-30,0.18779444444444443,0.8248970107203601,0.74710345
2008-08-31,1.04281723419041,0.8248970107203601,0.7415013
2008-09-01,0.8663263888888889,0.8248970107203601,0.79795974
2008-09-02,0.9612180555555555,0.8248970107203601,0.8283432
2008-09-03,0.964226388888889,0.8248970107203601,0.8402311
2008-09-04,0.8508472222222222,0.8248970107203601,0.8316264
2008-09-05,0.6069166666666667,0.8248970107203601,0.82975465
2008-09-06,1.2976208333333334,0.8248970107203601,0.80952823
2008-09-07,0.9532333333333333,0.8248970107203601,0.8185232
2008-09-08,0.9092527777777778,0.8248970107203601,0.8585028
2008-09-09,0.8053152777777778,0.8248970107203601,0.90029866
2008-09-10,0.9033083333333333,0.8248970107203601,0.9478305
2008-09-11,0.7143847222222222,0.8248970107203601,0.94844115
2008-09-12,0.9671958333333333,0.8248970107203601,0.9596252
2008-09-13,1.1329416666666665,0.8248970107203601,0.97144026
2008-09-14,1.0946708333333333,0.8248970107203601,0.9838983
2008-09-15,1.178963888888889,0.8248970107203601,0.97647816
2008-09-16,0.8485152777777778,0.8248970107203601,0.98498267
2008-09-17,1.0550069444444445,0.8248970107203601,0.982575
2008-09-18,1.0453402777777778,0.8248970107203601,0.9670777
2008-09-19,1.0547541666666667,0.8248970107203601,0.99411964
2008-09-20,0.9059722222222222,0.8248970107203601,0.97874814
2008-09-21,1.0646319444444443,0.8248970107203601,0.9803295
2008-09-22,0.9434472222222223,0.8248970107203601,1.0500503
2008-09-23,0.8561027777777778,0.8248970107203601,1.0947536
2008-09-24,1.193298611111111,0.8248970107203601,1.102921
2008-09-25,0.7855694444444444,0.8248970107203601,1.0829498
2008-09-26,0.9940625000000001,0.8248970107203601,1.1031271
2008-09-27,1.4773930555555554,0.8248970107203601,1.0837535
2008-09-28,1.2021555555555556,0.8248970107203601,1.0806129
2008-09-29,1.0428736111111112,0.8248970107203601,1.1282368
2008-09-30,0.9548652777777779,0.8248970107203601,1.1339523
2008-10-01,1.3002527777777777,0.8248970107203601,1.1125803
2008-10-02,0.9342652777777778,0.8248970107203601,1.1150519
2008-10-03,1.1198472222222222,0.8248970107203601,1.136973
2008-10-04,1.4586777777777777,0.8248970107203601,1.1738425
2008-10-05,1.0763541666666667,0.8248970107203601,1.1653335
2008-10-06,0.9887374999999999,0.8248970107203601,1.1588762
2008-10-07,1.1990055555555554,0.8248970107203601,1.17517
2008-10-08,1.2920666666666667,0.8248970107203601,1.154159
2008-10-09,1.3775569444444444,0.8248970107203601,1.1401055
2008-10-10,1.0544013888888888,0.8248970107203601,1.181922
2008-10-11,1.1592958333333334,0.8248970107203601,1.1812862
2008-10-12,1.3249583333333335,0.8248970107203601,1.1945727
2008-10-13,1.015261111111111,0.8248970107203601,1.2446278
2008-10-14,1.1174,0.8248970107203601,1.2715834
2008-10-15,1.4978444444444445,0.8248970107203601,1.2577873
2008-10-16,1.0997777777777777,0.8248970107203601,1.2705472
2008-10-17,1.296448611111111,0.8248970107203601,1.2488086
2008-10-18,1.5549930555555556,0.8248970107203601,1.2391993
2008-10-19,1.3693986111111112,0.8248970107203601,1.2633402
2008-10-20,1.158023611111111,0.8248970107203601,1.2414184
2008-10-21,1.433136111111111,0.8248970107203601,1.1113297
2008-10-22,1.1430625,0.8248970107203601,0.9729348
2008-10-23,1.2711763888888887,0.8248970107203601,0.9314393
2008-10-24,1.4814069444444444,0.8248970107203601,0.9580617
2008-10-25,1.0903049391553328,0.8248970107203601,0.959137
2008-10-26,0.36353611111111106,0.8248970107203601,0.9696944
2008-10-27,0.36381388888888894,0.8248970107203601,0.94026005
2008-10-28,0.9217291666666666,0.8248970107203601,0.9091484
2008-10-29,1.1198444444444444,0.8248970107203601,0.8754363
2008-10-30,0.7629166666666666,0.8248970107203601,0.9109428
2008-10-31,0.892938888888889,0.8248970107203601,1.1064843
2008-11-01,0.5767347222222222,0.8248970107203601,1.1757331
2008-11-02,0.6323708333333333,0.8248970107203601,1.1926656
2008-11-03,0.5886111111111111,0.8248970107203601,1.1939293
2008-11-04,1.0849416666666667,0.8248970107203601,1.266003
2008-11-05,2.177034722222222,0.8248970107203601,1.3004968
2008-11-06,1.1030819444444444,0.8248970107203601,1.3499942
2008-11-07,1.1244333333333334,0.8248970107203601,1.3687656
2008-11-08,1.2035680555555555,0.8248970107203601,1.2832284
2008-11-09,1.7906513888888889,0.8248970107203601,1.2167624
2008-11-10,1.4587726638772665,0.8248970107203601,1.3035411
2008-11-11,1.7055208333333332,0.8248970107203601,1.3605936
2008-11-12,1.5205104311543811,0.8248970107203601,1.3194925
2008-11-13,0.8600416666666667,0.8248970107203601,1.2788382
2008-11-14,1.1262069444444445,0.8248970107203601,1.2544062
2008-11-15,2.105297222222222,0.8248970107203601,1.2266326
2008-11-16,1.642661111111111,0.8248970107203601,1.2047399
2008-11-17,1.0580805555555555,0.8248970107203601,1.1939121
2008-11-18,1.2146180555555555,0.8248970107203601,1.3561143
2008-11-19,1.2779430555555555,0.8248970107203601,1.5257442
2008-11-20,1.1752333333333334,0.8248970107203601,1.6155611
2008-11-21,1.162451388888889,0.8248970107203601,1.5398917
2008-11-22,1.18845,0.8248970107203601,1.5117663
2008-11-23,2.36645170257123,0.8248970107203601,1.4513948
2008-11-24,2.231248611111111,0.8248970107203601,1.4520243
2008-11-25,1.8769791666666666,0.8248970107203601,1.468053
2008-11-26,1.0527458333333333,0.8248970107203601,1.4099494
2008-11-27,1.6404291666666666,0.8248970107203601,1.3611006
2008-11-28,1.3096972222222223,0.8248970107203601,1.321145
2008-11-29,1.6907416666666668,0.8248970107203601,1.2913384
2008-11-30,1.6676305555555555,0.8248970107203601,1.3023793
2008-12-01,1.1225958333333332,0.8248970107203601,1.3752898
2008-12-02,1.2454472222222222,0.8248970107203601,1.447437
2008-12-03,1.218863888888889,0.8248970107203601,1.444283
2008-12-04,1.2073874999999998,0.8248970107203601,1.4302261
2008-12-05,1.4295958333333334,0.8248970107203601,1.4357661
2008-12-06,1.7526638888888888,0.8248970107203601,1.365559
2008-12-07,1.7130138888888888,0.8248970107203601,1.3259621
